layer_depth
0.006
0.0192
0.03504
0.054048
0.0768576
0.10422912
0.137074944
0.1764899328
0.22378791936
0.280545503232
0.3486546038784
0.43038552465408
0.528462629584896
0.646155155501875
0.78738618660225
0.9568634239227
1.16023610870724
1.40428333044869
1.69713999653843
2.04856799584611
2.47028159501533
3.02234303392777
3.79522904840518
4.87726946867355
6.39212605704928
8.51292528077529
27.3750290806411
