# Observation File: observation.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: water content [mol]
# Region: subsurface domain
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.01 temperature [K]
# Region: subsurface point -0.01
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.04 temperature [K]
# Region: subsurface point -0.04
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.1 temperature [K]
# Region: subsurface point -0.1
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.2 temperature [K]
# Region: subsurface point -0.2
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.4 temperature [K]
# Region: subsurface point -0.4
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.8 temperature [K]
# Region: subsurface point -0.8
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -1.2 temperature [K]
# Region: subsurface point -1.2
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -1.6 temperature [K]
# Region: subsurface point -1.6
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.01 saturation liquid
# Region: subsurface point -0.01
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.04 saturation liquid
# Region: subsurface point -0.04
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.1 saturation liquid
# Region: subsurface point -0.1
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.2 saturation liquid
# Region: subsurface point -0.2
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.4 saturation liquid
# Region: subsurface point -0.4
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.8 saturation liquid
# Region: subsurface point -0.8
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -1.2 saturation liquid
# Region: subsurface point -1.2
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -1.6 saturation liquid
# Region: subsurface point -1.6
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# =============================================================================
"time [s]" "water content [mol]" "point -0.01 temperature [K]" "point -0.04 temperature [K]" "point -0.1 temperature [K]" "point -0.2 temperature [K]" "point -0.4 temperature [K]" "point -0.8 temperature [K]" "point -1.2 temperature [K]" "point -1.6 temperature [K]" "point -0.01 saturation liquid" "point -0.04 saturation liquid" "point -0.1 saturation liquid" "point -0.2 saturation liquid" "point -0.4 saturation liquid" "point -0.8 saturation liquid" "point -1.2 saturation liquid" "point -1.6 saturation liquid"
3.456000000000e+06 1.196116405301e+06 2.927695583690e+02 2.916543304235e+02 2.897786595759e+02 2.867129171208e+02 2.814647627257e+02 2.731439088431e+02 2.715038620173e+02 2.697070649516e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 7.397851164441e-01 2.593806288523e-01 2.387174870570e-01
3.542400000000e+06 1.196116405317e+06 2.927712031002e+02 2.916639215550e+02 2.898014453151e+02 2.867562726499e+02 2.815387766703e+02 2.731586127503e+02 2.715398926482e+02 2.697672624637e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 7.990887067295e-01 2.601470603712e-01 2.391153755158e-01
3.628800000000e+06 1.196116405314e+06 2.927727329127e+02 2.916728473950e+02 2.898227185371e+02 2.867972008659e+02 2.816111491760e+02 2.731729826061e+02 2.715721058720e+02 2.698238777056e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 8.586837818842e-01 2.608555745371e-01 2.394999305827e-01
3.715200000000e+06 1.196116405310e+06 2.927742104089e+02 2.916814723885e+02 2.898433308803e+02 2.868372273164e+02 2.816839628131e+02 2.731886082660e+02 2.716011855669e+02 2.698771675665e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 9.183206634168e-01 2.615150621259e-01 2.398714670982e-01
3.801600000000e+06 1.196116405303e+06 2.927756859191e+02 2.916900894028e+02 2.898639744857e+02 2.868776449403e+02 2.817593552179e+02 2.732110763561e+02 2.716280412524e+02 2.699274327980e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 9.775077463409e-01 2.621417094927e-01 2.402307823034e-01
3.888000000000e+06 1.196116405296e+06 2.927776730640e+02 2.917017439191e+02 2.898927175865e+02 2.869392319741e+02 2.819116443073e+02 2.738711265354e+02 2.716882229583e+02 2.699782492331e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.636114966739e-01 2.406031520615e-01
3.974400000000e+06 1.196116405298e+06 2.927806162881e+02 2.917190474994e+02 2.899354840586e+02 2.870310760374e+02 2.821314571342e+02 2.745607364851e+02 2.717755846973e+02 2.700327011457e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.659236992459e-01 2.410127672388e-01
4.060800000000e+06 1.196116405300e+06 2.927841993552e+02 2.917400713830e+02 2.899868259326e+02 2.871369249955e+02 2.823508557367e+02 2.749030449663e+02 2.718630094809e+02 2.700907270133e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.684820773322e-01 2.414618951658e-01
4.147200000000e+06 1.196116405298e+06 2.927878112562e+02 2.917612315397e+02 2.900380028123e+02 2.872387793978e+02 2.825390684406e+02 2.751139325078e+02 2.719398475264e+02 2.701506342498e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.709681735943e-01 2.419399270718e-01
4.233600000000e+06 1.196116405290e+06 2.927912157355e+02 2.917811171140e+02 2.900855520269e+02 2.873305359662e+02 2.826952889488e+02 2.752655226121e+02 2.720051462019e+02 2.702106187534e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.732852683089e-01 2.424339308068e-01
4.320000000000e+06 1.196116405290e+06 2.927944895790e+02 2.918001561689e+02 2.901304668476e+02 2.874148130077e+02 2.828308883938e+02 2.753903144608e+02 2.720608653092e+02 2.702693680693e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.754337899148e-01 2.429334464583e-01
4.406400000000e+06 1.196116405265e+06 2.927975891241e+02 2.918181424303e+02 2.901725922067e+02 2.874926147369e+02 2.829523032884e+02 2.755004216067e+02 2.721084720285e+02 2.703260512497e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.774116891582e-01 2.434308889319e-01
4.492800000000e+06 1.196116405278e+06 2.928002484927e+02 2.918336272066e+02 2.902089890549e+02 2.875598559986e+02 2.830564526930e+02 2.755967440308e+02 2.721487633499e+02 2.703801630131e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.792005185737e-01 2.439207058565e-01
4.579200000000e+06 1.196116405275e+06 2.928024308653e+02 2.918463380366e+02 2.902389790649e+02 2.876155574120e+02 2.831431183002e+02 2.756807270595e+02 2.721827105985e+02 2.704314354742e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.807981964620e-01 2.443989741902e-01
4.665600000000e+06 1.196116405270e+06 2.928042441665e+02 2.918569014704e+02 2.902639314672e+02 2.876620518025e+02 2.832161911051e+02 2.757572096153e+02 2.722116156679e+02 2.704797972814e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.822299361748e-01 2.448633349884e-01
4.752000000000e+06 1.196116405267e+06 2.928057712880e+02 2.918657996117e+02 2.902849738841e+02 2.877014167260e+02 2.832790118703e+02 2.758290239758e+02 2.722364381715e+02 2.705253035894e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.835161410803e-01 2.453125735829e-01
4.838400000000e+06 1.196116405274e+06 2.928070798440e+02 2.918734260647e+02 2.903030344531e+02 2.877353752464e+02 2.833342488204e+02 2.758980291033e+02 2.722579003475e+02 2.705680805292e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.846734957562e-01 2.457462311040e-01
4.924800000000e+06 1.196116405281e+06 2.928082245118e+02 2.918800993135e+02 2.903188637301e+02 2.877653136423e+02 2.833839861410e+02 2.759655582516e+02 2.722765628019e+02 2.706082890247e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.857161768478e-01 2.461643253836e-01
5.011200000000e+06 1.196116405281e+06 2.928092488035e+02 2.918860727947e+02 2.903330581442e+02 2.877923274857e+02 2.834298400435e+02 2.760326207729e+02 2.722928723182e+02 2.706461031746e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.866566161346e-01 2.465671675064e-01
5.097600000000e+06 1.196116405284e+06 2.928101870705e+02 2.918915460942e+02 2.903460867707e+02 2.878172752240e+02 2.834730646638e+02 2.761000134761e+02 2.723071948480e+02 2.706816981674e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.875060911092e-01 2.469552471271e-01
5.184000000000e+06 1.196116405290e+06 2.928110659971e+02 2.918966750073e+02 2.903583158877e+02 2.878408269063e+02 2.835146382270e+02 2.761683931569e+02 2.723198408032e+02 2.707152441944e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.882753094836e-01 2.473291652917e-01
5.270400000000e+06 1.196116405286e+06 2.928119067123e+02 2.919015820463e+02 2.903700333270e+02 2.878635091165e+02 2.835553341244e+02 2.762383341526e+02 2.723310881106e+02 2.707469042738e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.889751800917e-01 2.476896022233e-01
5.356800000000e+06 1.196116405278e+06 2.928127257647e+02 2.919063637149e+02 2.903814663147e+02 2.878857398446e+02 2.835957783191e+02 2.763103903907e+02 2.723412108528e+02 2.707768351849e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.896181973242e-01 2.480373179139e-01
5.443200000000e+06 1.196116405279e+06 2.928135366077e+02 2.919110985728e+02 2.903928002645e+02 2.879078631614e+02 2.836365077342e+02 2.763852104738e+02 2.723505358270e+02 2.708051926614e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.902219021961e-01 2.483732045786e-01
5.529600000000e+06 1.196116405274e+06 2.928143510494e+02 2.919158552599e+02 2.904041985128e+02 2.879301913255e+02 2.836780699908e+02 2.764639725958e+02 2.723596499061e+02 2.708321502164e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.908227893482e-01 2.486985117925e-01
5.616000000000e+06 1.196116405278e+06 2.928152174979e+02 2.919209211509e+02 2.904164396296e+02 2.879547928326e+02 2.837280156217e+02 2.766024225356e+02 2.723921562849e+02 2.708593520439e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.930567944089e-01 2.490328799452e-01
5.702400000000e+06 1.196116405283e+06 2.928163622357e+02 2.919276469492e+02 2.904331087623e+02 2.879907721816e+02 2.838168227067e+02 2.769829647087e+02 2.725190332322e+02 2.708929747736e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.034562652653e-01 2.494549435343e-01
5.788800000000e+06 1.196116405285e+06 2.928180550477e+02 2.919375833379e+02 2.904575055626e+02 2.880423612408e+02 2.839354404681e+02 2.773107354940e+02 2.726395181041e+02 2.709334742356e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.169246370516e-01 2.499767057166e-01
5.875200000000e+06 1.196116405282e+06 2.928201287051e+02 2.919497405179e+02 2.904871271973e+02 2.881032529765e+02 2.840626292602e+02 2.775638255324e+02 2.727349315344e+02 2.709784306347e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.317412709565e-01 2.505738085252e-01
5.961600000000e+06 1.196116405282e+06 2.928223380003e+02 2.919626809017e+02 2.905184551404e+02 2.881661146381e+02 2.841840812611e+02 2.777586623356e+02 2.728074645163e+02 2.710251267049e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.471369409539e-01 2.512150438632e-01
6.048000000000e+06 1.196116405289e+06 2.928244969008e+02 2.919753139824e+02 2.905488730142e+02 2.882260091281e+02 2.842933567117e+02 2.779116252963e+02 2.728630538775e+02 2.710715297886e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.628776329593e-01 2.518746860178e-01
6.134400000000e+06 1.196116405291e+06 2.928265333351e+02 2.919872121670e+02 2.905773507425e+02 2.882811843086e+02 2.843898616517e+02 2.780358942388e+02 2.729074248029e+02 2.711164231503e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.793046465015e-01 2.525353818531e-01
6.220800000000e+06 1.196116405288e+06 2.928284697592e+02 2.919984987520e+02 2.906041663714e+02 2.883323408290e+02 2.844765073015e+02 2.781422881296e+02 2.729448533893e+02 2.711592275624e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.972560500371e-01 2.531871438456e-01
6.307200000000e+06 1.196116405304e+06 2.928303496119e+02 2.920094294794e+02 2.906299560249e+02 2.883808934732e+02 2.845568533468e+02 2.782386030760e+02 2.729774870272e+02 2.711997463185e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.175694630028e-01 2.538248210980e-01
6.393600000000e+06 1.196116405312e+06 2.928321513100e+02 2.920198971307e+02 2.906545798766e+02 2.884269451186e+02 2.846320983680e+02 2.783278332313e+02 2.730054946094e+02 2.712379402917e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.403027629923e-01 2.544453628118e-01
6.480000000000e+06 1.196116405324e+06 2.928337861902e+02 2.920294199424e+02 2.906770400515e+02 2.884689955475e+02 2.847006163773e+02 2.784089587665e+02 2.730287387891e+02 2.712738179358e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.648647797065e-01 2.550463638155e-01
6.566400000000e+06 1.196116405325e+06 2.928351997989e+02 2.920376590991e+02 2.906965510600e+02 2.885057320273e+02 2.847607088263e+02 2.784804625259e+02 2.730473326412e+02 2.713074002921e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.901414457141e-01 2.556255905127e-01
6.652800000000e+06 1.196116405322e+06 2.928364291112e+02 2.920448252149e+02 2.907135399224e+02 2.885377951956e+02 2.848133560124e+02 2.785440477578e+02 2.730627616855e+02 2.713387644088e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.159565359060e-01 2.561818124088e-01
6.739200000000e+06 1.196116405326e+06 2.928375047642e+02 2.920510961136e+02 2.907284137053e+02 2.885659090980e+02 2.848597350670e+02 2.786014490195e+02 2.730763858562e+02 2.713680468155e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.422176426824e-01 2.567150183000e-01
6.825600000000e+06 1.196116405340e+06 2.928384517345e+02 2.920566173686e+02 2.907415159242e+02 2.885907172852e+02 2.849009175664e+02 2.786540335279e+02 2.730885437180e+02 2.713954027771e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.688606248348e-01 2.572257950017e-01
6.912000000000e+06 1.196116405348e+06 2.928392918310e+02 2.920615159907e+02 2.907531474892e+02 2.886127876667e+02 2.849378415964e+02 2.787028743912e+02 2.730994949168e+02 2.714209874425e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.958321652445e-01 2.577150073908e-01
6.998400000000e+06 1.196116405337e+06 2.928400439477e+02 2.920659021033e+02 2.907635694921e+02 2.886326127049e+02 2.849713094320e+02 2.787488256887e+02 2.731094513783e+02 2.714449478001e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 6.230867814256e-01 2.581836369451e-01
7.084800000000e+06 1.196116405340e+06 2.928407243082e+02 2.920698703684e+02 2.907730060958e+02 2.886506136581e+02 2.850019981872e+02 2.787925769636e+02 2.731185884528e+02 2.714674196715e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 6.505850521043e-01 2.586326993912e-01
7.171200000000e+06 1.196116405339e+06 2.928413467147e+02 2.920735011973e+02 2.907816476067e+02 2.886671471486e+02 2.850304754114e+02 2.788346918064e+02 2.731270538241e+02 2.714885270732e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 6.782923374244e-01 2.590632032287e-01
7.257600000000e+06 1.196116405343e+06 2.928419228505e+02 2.920768625449e+02 2.907896546492e+02 2.886825133517e+02 2.850572154367e+02 2.788756357094e+02 2.731349747765e+02 2.715083826780e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 7.061777832606e-01 2.594761302637e-01
7.344000000000e+06 1.196116405341e+06 2.928424624381e+02 2.920800111016e+02 2.907971613168e+02 2.886969629542e+02 2.850826136151e+02 2.789157966171e+02 2.731424644230e+02 2.715270887769e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 7.342134931197e-01 2.598724286790e-01
7.430400000000e+06 1.196116405342e+06 2.928429736909e+02 2.920829948489e+02 2.908042809101e+02 2.887107069163e+02 2.851070011706e+02 2.789555015500e+02 2.731496275195e+02 2.715447384614e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 7.623738000915e-01 2.602530139648e-01
7.516800000000e+06 1.196116405341e+06 2.928434634480e+02 2.920858534744e+02 2.908111072991e+02 2.887239207492e+02 2.851306550066e+02 2.789950290763e+02 2.731565666350e+02 2.715614169142e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 7.906345669781e-01 2.606187757508e-01
7.603200000000e+06 1.196116405334e+06 2.928439374097e+02 2.920886204916e+02 2.908177197147e+02 2.887367523181e+02 2.851538087091e+02 2.790346205465e+02 2.731633898647e+02 2.715772028025e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 8.189724397510e-01 2.609705904946e-01
7.689600000000e+06 1.196116405333e+06 2.928444004704e+02 2.920913238787e+02 2.908241843268e+02 2.887493257262e+02 2.851766602228e+02 2.790744897047e+02 2.731702223289e+02 2.715921698609e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 8.473639178826e-01 2.613093420878e-01
7.776000000000e+06 1.196116405339e+06 2.928448566914e+02 2.920939877327e+02 2.908305581456e+02 2.887617475787e+02 2.851993804960e+02 2.791148330860e+02 2.731772265032e+02 2.716063889011e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 8.757839697351e-01 2.616359560894e-01
7.862400000000e+06 1.196116405335e+06 2.928453095685e+02 2.920966324949e+02 2.908368897355e+02 2.887741096815e+02 2.852221200764e+02 2.791558430011e+02 2.731846448009e+02 2.716199308367e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 9.042035083688e-01 2.619514621399e-01
7.948800000000e+06 1.196116405337e+06 2.928457623187e+02 2.920992764212e+02 2.908432222593e+02 2.887864938229e+02 2.852450172591e+02 2.791977302928e+02 2.731929084779e+02 2.716328724137e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 9.325836087024e-01 2.622571266840e-01
8.035200000000e+06 1.196116405338e+06 2.928462177222e+02 2.921019360650e+02 2.908495954596e+02 2.887989773841e+02 2.852682130716e+02 2.792407882394e+02 2.732030138946e+02 2.716453111450e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 9.608574020429e-01 2.625548181403e-01
8.121600000000e+06 1.196116405260e+06 2.928466466864e+02 2.921047593999e+02 2.908562422349e+02 2.888117752762e+02 2.852918554876e+02 2.792851420629e+02 2.732191445771e+02 2.716574505323e+02 9.984021579350e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 9.889068246197e-01 2.628491141241e-01
8.208000000000e+06 1.196116405252e+06 2.928466209951e+02 2.921061433537e+02 2.908614866916e+02 2.888236910101e+02 2.853161295545e+02 2.793614579202e+02 2.738120844754e+02 2.716723107158e+02 9.925460156336e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.632145537717e-01
8.294400000000e+06 1.196116405254e+06 2.928474862694e+02 2.921099746256e+02 2.908698266151e+02 2.888412670999e+02 2.853598896424e+02 2.795313664322e+02 2.742383132398e+02 2.717063306388e+02 9.979126438417e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.640734256368e-01
8.380800000000e+06 1.196116405250e+06 2.928485142554e+02 2.921154245461e+02 2.908826347960e+02 2.888677803303e+02 2.854204510141e+02 2.797059195979e+02 2.745061186301e+02 2.717482517880e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.651767478198e-01
8.467200000000e+06 1.196116405249e+06 2.928496545818e+02 2.921220797918e+02 2.908987635162e+02 2.889008405660e+02 2.854906653051e+02 2.798677571272e+02 2.746946796859e+02 2.717929110271e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.664109002950e-01
8.553600000000e+06 1.196116405251e+06 2.928509322280e+02 2.921295608727e+02 2.909168838918e+02 2.889374564599e+02 2.855640776370e+02 2.800118990535e+02 2.748379546534e+02 2.718371039368e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.676969131541e-01
8.640000000000e+06 1.196116405260e+06 2.928522702139e+02 2.921373910107e+02 2.909357824523e+02 2.889751173463e+02 2.856362469443e+02 2.801382026473e+02 2.749522174151e+02 2.718791046222e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.689840666720e-01
8.726400000000e+06 1.196116405262e+06 2.928535980652e+02 2.921451583537e+02 2.909544731817e+02 2.890119582356e+02 2.857044892677e+02 2.802482174926e+02 2.750463532856e+02 2.719181402779e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.702420118538e-01
8.812800000000e+06 1.196116405259e+06 2.928548730803e+02 2.921526123294e+02 2.909723607926e+02 2.890469075465e+02 2.857675963759e+02 2.803441728661e+02 2.751259936077e+02 2.719540158144e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.714548720782e-01
8.899200000000e+06 1.196116405255e+06 2.928560808572e+02 2.921596674629e+02 2.909892399048e+02 2.890796286433e+02 2.858255154223e+02 2.804286732581e+02 2.751952530400e+02 2.719868685935e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.726169912361e-01
8.985600000000e+06 1.196116405260e+06 2.928572290487e+02 2.921663665094e+02 2.910052080862e+02 2.891103444662e+02 2.858790044780e+02 2.805045195334e+02 2.752574137213e+02 2.720170041475e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.737294683837e-01
9.072000000000e+06 1.196116405269e+06 2.928583362150e+02 2.921728167348e+02 2.910205203771e+02 2.891395743316e+02 2.859292184041e+02 2.805744096122e+02 2.753150677833e+02 2.720447766426e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.747968495051e-01
9.158400000000e+06 1.196116405259e+06 2.928594168542e+02 2.921791051490e+02 2.910353962613e+02 2.891677904777e+02 2.859771871246e+02 2.806404328142e+02 2.753699449873e+02 2.720704972647e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.758238051189e-01
9.244800000000e+06 1.196116405259e+06 2.928604678365e+02 2.921852177615e+02 2.910498322250e+02 2.891950776065e+02 2.860232888625e+02 2.807035068305e+02 2.754226731634e+02 2.720943774436e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.768124349279e-01
